Num_Acc;id_vehicule;catv;obs;obsm;choc;manv;motor;id_usager;place;catu;grav;sexe;an_nais;trajet;secu1;jour;mois;an;hrmn;lum;dep;com;agg;int;atm;col;lat;long;catr;circ;nbv;vosp;prof;plan;surf;infra;situ;vma;day_of_week;gravity
202100000179;201 422;1;0;2;8;2;5;267 144;1;1;4;2;1989.0;9;0;9;11;2021;16;1;33;33063;2;6;1;3;44,8267700000; -0,6013200000;4;3;3;3;1;1;1;0;1;50;1;Blessé léger
202100000179;201 423;7;0;2;7;16;1;267 145;1;1;1;2;1978.0;9;1;9;11;2021;16;1;33;33063;2;6;1;3;44,8267700000; -0,6013200000;4;3;3;3;1;1;1;0;1;50;1;Indemne
202100000191;201 399;80;0;2;1;15;3;267 118;1;1;4;1;1971.0;9;2;30;11;2021;13;1;75;75119;2;2;8;3;48,8846000000;2,3796500000;4;2;3;0;1;1;2;0;1;30;1;Blessé léger
202100000191;201 400;7;0;2;1;15;1;267 119;1;1;1;1;1988.0;9;1;30;11;2021;13;1;75;75119;2;2;8;3;48,8846000000;2,3796500000;4;2;3;0;1;1;2;0;1;30;1;Indemne
202100000195;201 393;39;0;2;8;1;3;267 104;1;1;1;1;1983.0;4;8;20;12;2021;07;2;74;74229;2;8;1;3;46,2248290000;6,3017860000;3;2;2;0;1;1;1;4;6;50;0;Indemne
202100000195;201 394;1;0;4;0;26;5;267 105;1;1;3;1;1997.0;1;2;20;12;2021;07;2;74;74229;2;8;1;3;46,2248290000;6,3017860000;3;2;2;0;1;1;1;4;6;50;0;Blessé hospitalisé
202100000201;201 379;7;0;2;1;9;1;267 085;1;1;1;2;1974.0;4;8;30;11;2021;09;1;61;61001;2;6;2;3;48,4365200000;0,1049600000;4;4;1;0;1;1;2;5;1;30;1;Indemne
202100000201;201 380;1;0;2;3;9;5;267 086;1;1;4;1;1935.0;5;0;30;11;2021;09;1;61;61001;2;6;2;3;48,4365200000;0,1049600000;4;4;1;0;1;1;2;5;1;30;1;Blessé léger
202100000203;201 376;1;0;0;8;1;5;267 082;1;1;3;2;1944.0;5;2;18;10;2021;15;1;88;88213;1;1;1;7;48,3397780000;7,0583940000;3;2;2;0;2;1;1;0;1;80;0;Blessé hospitalisé
202100000204;201 374;80;0;2;7;1;3;267 080;1;1;3;2;1959.0;3;2;5;10;2021;14;1;88;88445;2;6;1;3;48,2373580000;6,9520710000;3;2;1;0;1;3;1;0;1;50;1;Blessé hospitalisé
202100000204;201 375;7;0;2;1;1;1;267 081;1;1;1;2;1940.0;5;1;5;10;2021;14;1;88;88445;2;6;1;3;48,2373580000;6,9520710000;3;2;1;0;1;3;1;0;1;50;1;Indemne
202100000221;201 343;10;0;2;8;22;1;267 031;1;1;1;1;1982.0;4;0;30;8;2021;11;1;59;59160;2;1;1;3;50,4129921000;3,6625550000;3;2;2;2;1;1;1;0;5;50;0;Indemne
202100000221;201 344;80;1;0;7;26;3;267 032;1;1;2;2;1956.0;3;0;30;8;2021;11;1;59;59160;2;1;1;3;50,4129921000;3,6625550000;3;2;2;2;1;1;1;0;5;50;0;Tué
202100000228;201 319;7;0;2;2;1;1;267 001;1;1;1;1;1994.0;9;1;17;11;2021;17;2;36;36044;2;2;1;5;46,8095700000;1,6701700000;4;2;2;0;1;1;9;0;1;50;2;Indemne
202100000228;201 320;1;0;2;1;19;5;267 002;1;1;4;1;2008.0;5;8;17;11;2021;17;2;36;36044;2;2;1;5;46,8095700000;1,6701700000;4;2;2;0;1;1;9;0;1;50;2;Blessé léger
202100000228;201 321;1;0;2;1;19;5;267 003;1;1;4;1;2008.0;5;8;17;11;2021;17;2;36;36044;2;2;1;5;46,8095700000;1,6701700000;4;2;2;0;1;1;9;0;1;50;2;Blessé léger
202100000249;201 277;1;0;2;4;11;5;266 940;1;1;4;1;1940.0;5;8;14;5;2021;12;1;78;78172;1;1;2;2;49,0020710000;2,0815830000;2;3;4;0;1;1;2;0;1;90;4;Blessé léger
202100000249;201 278;7;0;2;2;1;1;266 941;1;1;1;1;1992.0;4;1;14;5;2021;12;1;78;78172;1;1;2;2;49,0020710000;2,0815830000;2;3;4;0;1;1;2;0;1;90;4;Indemne
202100000250;201 275;7;0;2;2;14;1;266 938;1;1;1;1;1956.0;0;1;21;10;2021;17;1;69;69386;2;1;1;2;45,7761264739;4,8446971178;4;1;1;2;1;1;1;0;1;50;3;Indemne
202100000250;201 276;1;0;2;4;26;0;266 939;1;1;4;2;1966.0;0;2;21;10;2021;17;1;69;69386;2;1;1;2;45,7761264739;4,8446971178;4;1;1;2;1;1;1;0;1;50;3;Blessé léger
202100000274;201 231;1;0;2;1;2;5;266 884;1;1;4;1;2014.0;5;8;18;9;2021;20;2;38;38544;2;3;1;3;45,5334100000;4,8738200000;4;2;1;0;1;1;1;0;1;50;5;Blessé léger
202100000274;201 232;7;0;2;2;2;1;266 885;1;1;1;1;2000.0;4;1;18;9;2021;20;2;38;38544;2;3;1;3;45,5334100000;4,8738200000;4;2;1;0;1;1;1;0;1;50;5;Indemne
202100000285;201 215;43;0;2;1;0;1;266 853;1;1;4;1;1970.0;1;2;9;9;2021;07;1;69;69383;2;2;8;3;45,7532410000;4,8490000000;4;1;1;2;1;1;1;0;1;50;3;Blessé léger
202100000285;201 216;1;0;2;7;19;5;266 854;1;1;4;1;1984.0;0;8;9;9;2021;07;1;69;69383;2;2;8;3;45,7532410000;4,8490000000;4;1;1;2;1;1;1;0;1;50;3;Blessé léger
202100000293;201 199;1;0;2;8;15;5;266 835;1;1;4;2;1996.0;0;0;12;11;2021;20;5;69;69383;2;2;1;3;45,7562700000;4,8403700000;4;2;2;2;1;1;1;0;1;30;4;Blessé léger
202100000293;201 200;7;0;2;2;1;1;266 836;2;2;1;2;1976.0;0;1;12;11;2021;20;5;69;69383;2;2;1;3;45,7562700000;4,8403700000;4;2;2;2;1;1;1;0;1;30;4;Indemne
202100000293;201 200;7;0;2;2;1;1;266 837;1;1;1;1;1974.0;0;8;12;11;2021;20;5;69;69383;2;2;1;3;45,7562700000;4,8403700000;4;2;2;2;1;1;1;0;1;30;4;Indemne
202100000294;201 197;1;0;2;7;19;5;266 833;1;1;4;1;1962.0;0;8;13;11;2021;16;2;69;69386;2;1;1;3;45,7670000000;4,8590000000;4;2;2;0;1;1;1;0;1;50;5;Blessé léger
202100000294;201 198;31;0;2;1;1;1;266 834;1;1;1;1;1998.0;0;8;13;11;2021;16;2;69;69386;2;1;1;3;45,7670000000;4,8590000000;4;2;2;0;1;1;1;0;1;50;5;Indemne
202100000307;201 169;7;0;2;2;17;1;266 795;1;1;1;1;1944.0;9;1;22;6;2021;14;1;36;36044;2;6;1;3;46,8103200000;1,6870300000;4;2;2;0;1;3;1;0;1;50;1;Indemne
202100000307;201 170;80;0;2;1;0;5;266 796;1;1;3;2;1971.0;9;2;22;6;2021;14;1;36;36044;2;6;1;3;46,8103200000;1,6870300000;4;2;2;0;1;3;1;0;1;50;1;Blessé hospitalisé
202100000308;201 167;1;0;2;4;6;5;266 792;1;1;3;1;2009.0;5;8;12;7;2021;20;1;13;13054;2;9;1;6;43,4050800000;5,2231800000;7;2;2;0;1;1;1;5;1;30;0;Blessé hospitalisé
202100000308;201 168;7;0;2;3;21;1;266 793;1;1;1;2;1995.0;5;1;12;7;2021;20;1;13;13054;2;9;1;6;43,4050800000;5,2231800000;7;2;2;0;1;1;1;5;1;30;0;Indemne
202100000308;201 168;7;0;2;3;21;1;266 794;2;2;1;1;1998.0;5;1;12;7;2021;20;1;13;13054;2;9;1;6;43,4050800000;5,2231800000;7;2;2;0;1;1;1;5;1;30;0;Indemne
202100000311;201 162;33;0;2;3;9;1;266 785;1;1;4;1;1975.0;0;2;8;7;2021;09;1;13;13019;2;6;1;3;43,4651100000;5,3536000000;7;1;1;0;1;2;1;0;1;50;3;Blessé léger
202100000311;201 163;1;0;2;0;0;0;266 786;1;1;3;1;1961.0;5;2;8;7;2021;09;1;13;13019;2;6;1;3;43,4651100000;5,3536000000;7;1;1;0;1;2;1;0;1;50;3;Blessé hospitalisé
202100000344;201 105;7;0;2;5;16;1;266 714;1;1;1;2;1996.0;0;1;27;12;2021;14;1;33;33063;2;2;8;3;44,8364600000; -0,6011900000;4;1;2;3;1;1;1;5;1;50;0;Indemne
202100000344;201 106;1;0;2;1;1;5;266 715;1;1;4;1;1973.0;0;2;27;12;2021;14;1;33;33063;2;2;8;3;44,8364600000; -0,6011900000;4;1;2;3;1;1;1;5;1;50;0;Blessé léger
202100000353;201 084;1;7;0;0;14;5;266 691;1;1;3;1;1951.0;5;2;10;11;2021;17;1;87;87085;2;1;1;6;45,8695800000;1,2977500000;3;3;4;0;1;1;1;0;1;50;2;Blessé hospitalisé
202100000354;201 082;1;0;2;1;1;5;266 689;1;1;3;1;1964.0;9;2;24;10;2021;12;1;87;87085;2;1;1;3;45,8532800000;1,2958800000;3;3;2;3;2;1;1;9;1;50;6;Blessé hospitalisé
202100000354;201 083;99;0;2;6;15;1;266 690;1;1;1;1;1955.0;4;1;24;10;2021;12;1;87;87085;2;1;1;3;45,8532800000;1,2958800000;3;3;2;3;2;1;1;9;1;50;6;Indemne
202100000358;201 076;7;0;2;1;15;2;266 682;1;1;1;1;1927.0;5;8;27;10;2021;17;1;35;35093;2;2;1;1;48,6240600000; -2,0337500000;4;2;0;0;1;1;1;0;1;50;2;Indemne
202100000358;201 077;1;0;2;1;23;5;266 683;1;1;3;1;1955.0;5;8;27;10;2021;17;1;35;35093;2;2;1;1;48,6240600000; -2,0337500000;4;2;0;0;1;1;1;0;1;50;2;Blessé hospitalisé
202100000365;201 055;1;0;2;1;2;5;266 657;1;1;3;1;1986.0;5;2;25;1;2021;10;1;13;13054;2;2;1;3;43,4029000000;5,2164800000;7;2;2;0;1;1;1;8;1;50;0;Blessé hospitalisé
202100000365;201 056;10;0;2;5;2;1;266 658;1;1;1;1;1952.0;4;8;25;1;2021;10;1;13;13054;2;2;1;3;43,4029000000;5,2164800000;7;2;2;0;1;1;1;8;1;50;0;Indemne
202100000383;201 019;80;6;0;1;1;3;266 612;1;1;3;2;1986.0;0;0;25;10;2021;17;1;74;74256;2;1;1;6;45,9394831000;6,6262520000;4;2;2;0;2;2;1;0;4;50;0;Blessé hospitalisé
202100000385;201 016;80;0;2;2;9;3;266 608;1;1;4;1;1947.0;0;2;11;10;2021;14;1;74;74010;2;2;1;3;45,9058728408;6,1291070580;3;2;2;0;1;1;1;5;1;30;0;Blessé léger
202100000385;201 017;7;0;2;3;9;1;266 609;1;1;1;1;1989.0;0;1;11;10;2021;14;1;74;74010;2;2;1;3;45,9058728408;6,1291070580;3;2;2;0;1;1;1;5;1;30;0;Indemne
202100000442;200 914;10;0;9;3;1;1;266 462;1;1;4;1;1997.0;4;8;28;9;2021;12;1;38;38511;1;1;1;1;45,3528241000;5,9611990000;3;2;2;0;1;1;1;0;1;80;1;Blessé léger
202100000442;200 915;1;0;2;1;5;5;266 463;1;1;3;1;2001.0;1;0;28;9;2021;12;1;38;38511;1;1;1;1;45,3528241000;5,9611990000;3;2;2;0;1;1;1;0;1;80;1;Blessé hospitalisé
202100000451;200 899;7;0;2;2;2;1;266 442;1;1;1;1;1981.0;5;1;5;10;2021;16;1;973;97309;1;1;1;2;4,8770930000; -52,2978560000;3;2;2;0;1;1;1;0;1;80;1;Indemne
202100000451;200 900;1;0;0;4;0;5;266 443;1;1;3;1;1954.0;1;0;5;10;2021;16;1;973;97309;1;1;1;2;4,8770930000; -52,2978560000;3;2;2;0;1;1;1;0;1;80;1;Blessé hospitalisé
202100000456;200 892;1;0;2;8;19;5;266 433;1;1;4;1;1943.0;5;8;8;11;2021;17;1;45;45298;2;1;1;3;47,8933600000;1,8762500000;4;2;4;0;1;1;1;2;1;50;0;Blessé léger
202100000456;200 893;7;0;9;2;2;1;266 434;1;1;1;1;1986.0;5;1;8;11;2021;17;1;45;45298;2;1;1;3;47,8933600000;1,8762500000;4;2;4;0;1;1;1;2;1;50;0;Indemne
202100000465;200 873;7;0;2;5;1;1;266 411;1;1;1;2;1957.0;3;1;28;7;2021;13;1;19;19031;2;1;1;2;45,1512100000;1,5491700000;4;2;2;0;1;1;1;0;1;50;2;Indemne
202100000465;200 874;1;0;2;8;15;5;266 412;1;1;4;1;2000.0;4;2;28;7;2021;13;1;19;19031;2;1;1;2;45,1512100000;1,5491700000;4;2;2;0;1;1;1;0;1;50;2;Blessé léger
202100000470;200 865;1;0;2;1;1;5;266 397;1;1;4;1;1971.0;5;8;9;11;2021;11;1;66;66136;2;6;1;3;42,6884800000;2,8950200000;4;1;1;0;1;3;1;0;1;50;1;Blessé léger
202100000470;200 866;7;0;2;1;9;1;266 398;1;1;1;2;1958.0;0;1;9;11;2021;11;1;66;66136;2;6;1;3;42,6884800000;2,8950200000;4;1;1;0;1;3;1;0;1;50;1;Indemne
202100000478;200 850;7;0;2;2;9;1;266 371;1;1;1;1;1965.0;0;1;3;5;2021;18;1;19;19031;2;6;1;3;45,1478379568;1,4897847174;3;1;2;0;1;2;1;5;1;50;0;Indemne
202100000478;200 851;80;0;2;0;1;3;266 372;1;1;4;2;1973.0;0;2;3;5;2021;18;1;19;19031;2;6;1;3;45,1478379568;1,4897847174;3;1;2;0;1;2;1;5;1;50;0;Blessé léger
202100000494;200 820;2;0;2;1;1;1;266 336;1;1;4;1;1966.0;0;2;17;10;2021;21;4;76;76351;2;2;1;3;49,5013935778;0,1500253379;3;2;2;0;1;1;1;0;1;50;6;Blessé léger
202100000494;200 821;1;0;2;2;15;5;266 337;1;1;4;1;2002.0;4;2;17;10;2021;21;4;76;76351;2;2;1;3;49,5013935778;0,1500253379;3;2;2;0;1;1;1;0;1;50;6;Blessé léger
202100000495;200 818;7;0;2;1;1;1;266 334;1;1;1;1;1994.0;0;1;16;10;2021;19;5;76;76351;2;1;1;1;49,4917610000;0,1252000000;4;3;5;0;1;1;1;0;1;50;5;Indemne
202100000495;200 819;1;0;2;8;19;5;266 335;1;1;3;1;1968.0;0;2;16;10;2021;19;5;76;76351;2;1;1;1;49,4917610000;0,1252000000;4;3;5;0;1;1;1;0;1;50;5;Blessé hospitalisé
202100000509;200 790;1;0;2;7;1;0;266 303;1;1;4;2;1973.0;0;8;13;11;2021;17;1;37;37122;2;6;2;3;47,3503784806;0,6562600230;4;2;2;0;1;1;2;5;1;50;5;Blessé léger
202100000509;200 791;7;0;9;1;9;1;266 304;1;1;1;1;1946.0;5;1;13;11;2021;17;1;37;37122;2;6;2;3;47,3503784806;0,6562600230;4;2;2;0;1;1;2;5;1;50;5;Indemne
202100000511;200 786;80;0;2;4;5;3;266 297;1;1;3;1;1998.0;5;8;24;6;2021;05;5;13;13208;2;6;1;1;43,2546200000;5,3764400000;4;1;2;0;1;2;1;0;1;50;3;Blessé hospitalisé
202100000511;200 787;10;0;2;1;1;1;266 298;1;1;1;1;1996.0;4;1;24;6;2021;05;5;13;13208;2;6;1;1;43,2546200000;5,3764400000;4;1;2;0;1;2;1;0;1;50;3;Indemne
202100000511;200 787;10;0;2;1;1;1;266 299;2;2;1;1;1994.0;4;1;24;6;2021;05;5;13;13208;2;6;1;1;43,2546200000;5,3764400000;4;1;2;0;1;2;1;0;1;50;3;Indemne
202100000511;200 787;10;0;2;1;1;1;266 300;6;2;1;1;1997.0;4;1;24;6;2021;05;5;13;13208;2;6;1;1;43,2546200000;5,3764400000;4;1;2;0;1;2;1;0;1;50;3;Indemne
202100000518;200 772;7;0;9;5;16;1;266 278;1;1;1;1;1973.0;5;1;18;4;2021;17;1;13;13047;2;6;1;2;43,5057400000;4,9845900000;4;1;2;0;1;2;1;0;1;30;6;Indemne
202100000518;200 773;1;0;2;5;2;5;266 279;1;1;4;2;1955.0;5;2;18;4;2021;17;1;13;13047;2;6;1;2;43,5057400000;4,9845900000;4;1;2;0;1;2;1;0;1;30;6;Blessé léger
202100000520;200 769;1;0;0;2;2;5;266 274;1;1;4;1;2005.0;5;8;31;12;2021;16;1;87;87085;2;1;1;7;45,8561400000;1,2918400000;3;4;3;0;2;1;1;0;1;50;4;Blessé léger
202100000520;200 770;30;0;0;0;2;1;266 275;1;1;1;1;2005.0;5;2;31;12;2021;16;1;87;87085;2;1;1;7;45,8561400000;1,2918400000;3;4;3;0;2;1;1;0;1;50;4;Indemne
202100000552;200 715;10;0;2;2;16;1;266 196;1;1;1;1;1981.0;1;1;13;6;2021;17;1;73;73008;2;2;7;3;45,7059400000;5,9106600000;3;3;4;2;1;1;1;0;1;50;6;Indemne
202100000552;200 716;1;0;2;1;1;5;266 197;1;1;3;1;1971.0;5;2;13;6;2021;17;1;73;73008;2;2;7;3;45,7059400000;5,9106600000;3;3;4;2;1;1;1;0;1;50;6;Blessé hospitalisé
202100000555;200 710;7;0;2;1;15;1;266 187;1;1;1;1;1976.0;0;1;8;11;2021;13;1;10;10387;2;2;1;3;48,2943000000;4,0783000000;4;1;3;1;1;1;1;0;1;50;0;Indemne
202100000555;200 710;7;0;2;1;15;1;266 188;4;2;1;1;2021.0;9;3;8;11;2021;13;1;10;10387;2;2;1;3;48,2943000000;4,0783000000;4;1;3;1;1;1;1;0;1;50;0;Indemne
202100000555;200 710;7;0;2;1;15;1;266 189;3;2;1;1;2019.0;9;3;8;11;2021;13;1;10;10387;2;2;1;3;48,2943000000;4,0783000000;4;1;3;1;1;1;1;0;1;50;0;Indemne
202100000555;200 711;1;0;2;3;1;5;266 190;1;1;4;2;2002.0;5;2;8;11;2021;13;1;10;10387;2;2;1;3;48,2943000000;4,0783000000;4;1;3;1;1;1;1;0;1;50;0;Blessé léger
202100000559;200 701;7;0;2;5;16;1;266 176;1;1;1;2;2001.0;2;1;9;11;2021;12;1;65;65440;1;6;1;3;43,2377220000;0,0418490000;3;1;2;0;1;2;1;0;1;50;1;Indemne
202100000559;200 702;1;0;2;1;1;5;266 177;1;1;3;1;1966.0;3;2;9;11;2021;12;1;65;65440;1;6;1;3;43,2377220000;0,0418490000;3;1;2;0;1;2;1;0;1;50;1;Blessé hospitalisé
202100000561;200 697;1;0;2;8;1;5;266 172;1;1;4;2;1992.0;5;2;8;11;2021;19;5;56;56121;2;3;8;3;47,7514100000; -3,3708400000;4;1;1;2;2;1;1;0;5;30;0;Blessé léger
202100000561;200 698;7;0;2;3;15;1;266 173;1;1;1;1;2001.0;1;1;8;11;2021;19;5;56;56121;2;3;8;3;47,7514100000; -3,3708400000;4;1;1;2;2;1;1;0;5;30;0;Indemne
202100000564;200 693;1;0;2;5;26;5;266 166;1;1;4;1;1963.0;5;2;10;11;2021;16;1;49;49246;2;6;1;3;47,4394000000; -0,4860000000;4;1;2;0;1;2;1;0;1;30;2;Blessé léger
202100000564;200 694;7;0;2;3;26;1;266 167;1;1;1;2;1961.0;1;8;10;11;2021;16;1;49;49246;2;6;1;3;47,4394000000; -0,4860000000;4;1;2;0;1;2;1;0;1;30;2;Indemne
202100000577;200 671;7;0;2;1;16;1;266 139;1;1;1;1;1955.0;5;1;8;11;2021;13;1;10;10387;2;3;1;3;48,2922000000;4,0861700000;4;2;2;0;1;1;1;0;1;50;0;Indemne
202100000577;200 672;1;0;2;7;1;5;266 140;1;1;4;2;1973.0;1;8;8;11;2021;13;1;10;10387;2;3;1;3;48,2922000000;4,0861700000;4;2;2;0;1;1;1;0;1;50;0;Blessé léger
202100000583;200 658;1;1;0;1;21;5;266 125;1;1;3;1;1998.0;0;8;13;11;2021;01;3;974;97416;1;1;1;6; -21,3018500000;55,5019800000;2;3;4;3;2;1;1;0;2;90;5;Blessé hospitalisé
202100000586;200 652;1;0;2;1;1;5;266 119;1;1;3;1;1978.0;5;2;4;12;2021;09;1;78;78466;1;6;1;3;48,9239440000;1,9954720000;3;1;2;0;1;1;1;0;1;70;5;Blessé hospitalisé
202100000586;200 653;7;0;9;8;9;1;266 120;1;1;1;1;1959.0;5;1;4;12;2021;09;1;78;78466;1;6;1;3;48,9239440000;1,9954720000;3;1;2;0;1;1;1;0;1;70;5;Indemne
202100000593;200 640;7;0;9;7;15;1;266 100;1;1;1;1;1989.0;0;1;8;11;2021;15;1;54;54395;2;2;1;3;48,6822242291;6,1779042612;4;2;2;0;1;1;1;0;1;30;0;Indemne
202100000593;200 641;1;0;2;1;1;5;266 101;1;1;4;2;1968.0;0;2;8;11;2021;15;1;54;54395;2;2;1;3;48,6822242291;6,1779042612;4;2;2;0;1;1;1;0;1;30;0;Blessé léger
202100000594;200 639;80;0;0;0;1;3;266 099;1;1;4;1;1998.0;0;2;8;11;2021;11;1;37;37261;2;1;1;7;47,3785431072;0,6936589639;4;2;2;0;1;1;1;0;1;50;0;Blessé léger
202100000619;200 597;1;0;2;1;9;5;266 042;1;1;4;1;1944.0;0;2;31;12;2021;14;1;73;73008;2;6;1;3;45,6944490006;5,9004671732;3;3;2;0;1;1;1;5;1;50;4;Blessé léger
202100000619;200 598;3;0;2;2;1;1;266 043;1;1;1;1;2003.0;0;1;31;12;2021;14;1;73;73008;2;6;1;3;45,6944490006;5,9004671732;3;3;2;0;1;1;1;5;1;50;4;Indemne
202100000625;200 587;1;0;2;8;19;5;266 026;1;1;4;2;2009.0;5;0;28;12;2021;16;2;38;38193;2;6;2;3;45,6157670000;5,2257160000;3;3;0;0;1;1;2;5;1;50;1;Blessé léger
202100000625;200 588;7;0;1;1;1;1;266 027;1;1;1;1;1942.0;0;8;28;12;2021;16;2;38;38193;2;6;2;3;45,6157670000;5,2257160000;3;3;0;0;1;1;2;5;1;50;1;Indemne
202100000660;200 533;7;0;2;1;1;1;265 951;1;1;1;1;1977.0;3;1;31;12;2021;15;1;91;91458;1;1;1;2;48,6645930000;2,2136810000;3;2;2;0;1;1;1;0;1;50;4;Indemne
202100000660;200 534;1;0;0;4;1;5;265 952;1;1;4;1;1982.0;1;2;31;12;2021;15;1;91;91458;1;1;1;2;48,6645930000;2,2136810000;3;2;2;0;1;1;1;0;1;50;4;Blessé léger
202100000669;200 517;7;0;2;2;1;1;265 929;1;1;1;1;1998.0;5;8;31;12;2021;11;1;68;68007;1;1;1;2;48,0589940000;7,4290320000;3;2;2;0;1;1;1;0;1;80;4;Indemne
202100000669;200 518;1;0;0;4;1;5;265 930;1;1;3;1;1954.0;5;8;31;12;2021;11;1;68;68007;1;1;1;2;48,0589940000;7,4290320000;3;2;2;0;1;1;1;0;1;80;4;Blessé hospitalisé
202100000854;200 211;1;0;0;8;25;0;265 467;1;1;4;1;1961.0;1;8;30;12;2021;05;5;69;69264;2;1;2;7;45,9855705454;4,7133842111;4;1;1;0;2;1;2;6;4;50;3;Blessé léger
202100000868;200 188;7;0;2;1;9;1;265 422;1;1;1;1;1996.0;1;1;30;12;2021;12;1;27;27306;2;6;1;3;49,0038240000;1,1769340000;4;1;1;0;1;2;1;5;1;50;3;Indemne
202100000868;200 189;1;0;2;2;1;5;265 423;1;1;4;1;1965.0;5;2;30;12;2021;12;1;27;27306;2;6;1;3;49,0038240000;1,1769340000;4;1;1;0;1;2;1;5;1;50;3;Blessé léger
202100000888;200 158;10;0;2;3;22;1;265 380;1;1;1;1;1992.0;4;1;30;12;2021;07;5;75;75120;2;1;1;6;48,8696120000;2,3947990000;4;2;2;0;2;1;2;0;1;30;3;Indemne
202100000888;200 159;1;0;2;2;1;5;265 381;1;1;4;2;1992.0;1;8;30;12;2021;07;5;75;75120;2;1;1;6;48,8696120000;2,3947990000;4;2;2;0;2;1;2;0;1;30;3;Blessé léger
202100000940;200 069;7;0;2;7;21;1;265 253;1;1;1;1;1986.0;3;1;30;12;2021;17;1;71;71512;2;1;1;3;46,6358876566;4,8710922884;3;2;2;0;1;1;1;0;1;50;3;Indemne
202100000940;200 070;1;0;2;8;19;5;265 254;1;1;3;1;1960.0;3;0;30;12;2021;17;1;71;71512;2;1;1;3;46,6358876566;4,8710922884;3;2;2;0;1;1;1;0;1;50;3;Blessé hospitalisé
202100000945;200 062;1;0;2;1;1;5;265 246;1;1;3;1;1970.0;5;2;30;12;2021;16;2;22;22173;1;1;1;1;48,5431608637; -2,6066163174;4;2;2;0;2;1;1;0;1;80;3;Blessé hospitalisé
202100000945;200 063;7;0;2;3;15;1;265 247;1;1;1;2;1935.0;3;1;30;12;2021;16;2;22;22173;1;1;1;1;48,5431608637; -2,6066163174;4;2;2;0;2;1;1;0;1;80;3;Indemne
202100000979;200 005;1;0;2;1;1;0;265 162;1;1;4;1;1975.0;0;2;27;12;2021;16;1;80;80724;2;1;1;3;49,8609200000;2,2398800000;4;2;2;0;1;1;2;0;1;50;0;Blessé léger
